 ID Ιατρού |   Επώνυμο Ιατρού   | Όνομα Ιατρού | Επίπεδο Ιεραρχίας | Κωδικός Επόπτη |   Επώνυμο Επόπτη   | Όνομα Επόπτη | Βαθμίδα Επόπτη 
       435 | Τσακανίκας         | Νίκος        |                 1 |            268 | Πασσαλίδης         | Γενοβέφα     | Επιμελητής Α
       435 | Τσακανίκας         | Νίκος        |                 2 |             71 | Πάντζιου           | Πανδώρα      | Διευθυντής
       436 | Λαγογιάννης        | Σωφρονία     |                 1 |            111 | Γιακαμόζη          | Λασκαρίνα    | Επιμελητής Α
       436 | Λαγογιάννης        | Σωφρονία     |                 2 |             45 | Σιμητοπούλου       | Γερασιμούλα  | Διευθυντής
       437 | Χανταμπή           | Γαληνός      |                 1 |            135 | Μαυρομανωλάκης     | Γιάννης      | Επιμελητής Α
       437 | Χανταμπή           | Γαληνός      |                 2 |             80 | Μαντά              | Ευτυχία      | Διευθυντής
       438 | Παντζαρτζίδης      | Αριστόβουλος |                 1 |            419 | Χορτάτου           | Δαβιδούλα    | Επιμελητής Β
       438 | Παντζαρτζίδης      | Αριστόβουλος |                 2 |            260 | Μοσχοβάκη          | Μακάριος     | Επιμελητής Α
       438 | Παντζαρτζίδης      | Αριστόβουλος |                 3 |             10 | Κεσκίνη            | Γερακίνα     | Διευθυντής
       439 | Κωνσταντόπουλος    | Άλκηστις     |                 1 |            227 | Μανίκας            | Μικές        | Επιμελητής Α
       439 | Κωνσταντόπουλος    | Άλκηστις     |                 2 |             17 | Χουρζαμάνη         | Ξανθή        | Διευθυντής
       440 | Λιβανός            | Ιουλία       |                 1 |            285 | Μητσοπούλου        | Κλαίρη       | Επιμελητής Β
       440 | Λιβανός            | Ιουλία       |                 2 |             64 | Ξανθοπούλου        | Ινώ          | Διευθυντής
       441 | Κοτσαρής           | Φωκίων       |                 1 |             73 | Κωνσταντακόπουλος  | Σάββας       | Διευθυντής
       442 | Λαμπρινός          | Παγώνα       |                 1 |            141 | Κουτσογιάννόπουλος | Αννίκα       | Επιμελητής Α
       442 | Λαμπρινός          | Παγώνα       |                 2 |             50 | Τόμπρη             | Κυπριανή     | Διευθυντής
       443 | Καραντάνα          | Θεμιστοκλής  |                 1 |            148 | Τσαμοπούλου        | Κώστας       | Επιμελητής Α
       443 | Καραντάνα          | Θεμιστοκλής  |                 2 |             46 | Χατζηβλασίου       | Υβόννη       | Διευθυντής
       444 | Παπαγιαννακόπουλος | Ιπποκράτης   |                 1 |            156 | Σφύρλας            | Ευρυδίκη     | Επιμελητής Α
       444 | Παπαγιαννακόπουλος | Ιπποκράτης   |                 2 |             61 | Γιαπατζής          | Φλωρεντία    | Διευθυντής
       445 | Μηνά               | Ευρυδίκη     |                 1 |            173 | Αποστολίδης        | Ευδοξία      | Επιμελητής Α
       445 | Μηνά               | Ευρυδίκη     |                 2 |             52 | Οικονόμου          | Παρθένα      | Διευθυντής
       446 | Κετεσίδου          | Μιχαήλ       |                 1 |            298 | Βασιλειάδη         | Γαβριέλλα    | Επιμελητής Β
       446 | Κετεσίδου          | Μιχαήλ       |                 2 |            126 | Κωτούλα            | Νέαρχος      | Επιμελητής Α
       446 | Κετεσίδου          | Μιχαήλ       |                 3 |             25 | Βούκας             | Ζαχαρένια    | Διευθυντής
       447 | Έψιμος             | Ανδρονίκη    |                 1 |             55 | Φυτιλή             | Σπυριδούλα   | Διευθυντής
       448 | Δουβρόπουλος       | Ταξιάρχης    |                 1 |            187 | Γιαννέλος          | Αγγελική     | Επιμελητής Α
       448 | Δουβρόπουλος       | Ταξιάρχης    |                 2 |             34 | Καραγρηγορίου      | Χαραλαμπία   | Διευθυντής
       449 | Σπασέγκου          | Κίμων        |                 1 |            155 | Καρκαλέτση         | Ξανθίππη     | Επιμελητής Α
       449 | Σπασέγκου          | Κίμων        |                 2 |             82 | Γαλατούλας         | Χρήστος      | Διευθυντής
       450 | Μανωλάκης          | Βασίλειος    |                 1 |             11 | Γεωργιάδου         | Μαριγώ       | Διευθυντής
       451 | Βιλδός             | Δαβιδούλα    |                 1 |            185 | Λιναρδάκη          | Αγόρω        | Επιμελητής Α
       451 | Βιλδός             | Δαβιδούλα    |                 2 |             56 | Παπαδάκης          | Γιάννης      | Διευθυντής
       452 | Ντανώλα            | Ροδιά        |                 1 |            147 | Νατσουλή           | Εμμανουήλ    | Επιμελητής Α
       452 | Ντανώλα            | Ροδιά        |                 2 |             16 | Χρονόπουλος        | Γαλάτεια     | Διευθυντής
       453 | Σπηλιώτης          | Αγαμέμνων    |                 1 |            331 | Πατινιωτάκη        | Ταξιάρχης    | Επιμελητής Β
       453 | Σπηλιώτης          | Αγαμέμνων    |                 2 |            111 | Γιακαμόζη          | Λασκαρίνα    | Επιμελητής Α
       453 | Σπηλιώτης          | Αγαμέμνων    |                 3 |             45 | Σιμητοπούλου       | Γερασιμούλα  | Διευθυντής
       454 | Γιακαμόζη          | Ανδρομέδα    |                 1 |            335 | Παπαθανασίου       | Βαρσάμος     | Επιμελητής Β
       454 | Γιακαμόζη          | Ανδρομέδα    |                 2 |            156 | Σφύρλας            | Ευρυδίκη     | Επιμελητής Α
       454 | Γιακαμόζη          | Ανδρομέδα    |                 3 |             61 | Γιαπατζής          | Φλωρεντία    | Διευθυντής
       455 | Ζαφείρη            | Δωρόθεος     |                 1 |             87 | Τσούμος            | Βελισσάριος  | Διευθυντής
       456 | Πιτσάκης           | Γερασιμούλα  |                 1 |            111 | Γιακαμόζη          | Λασκαρίνα    | Επιμελητής Α
       456 | Πιτσάκης           | Γερασιμούλα  |                 2 |             45 | Σιμητοπούλου       | Γερασιμούλα  | Διευθυντής
       457 | Σαπρίκη            | Ρούσα        |                 1 |            197 | Ματεντσίδου        | Ρηγούλα      | Επιμελητής Α
       457 | Σαπρίκη            | Ρούσα        |                 2 |             20 | Δρυμαλίτου         | Ζαχαρένια    | Διευθυντής
       458 | Δουλουφάκη         | Ρουμπίνη     |                 1 |            206 | Γιασημάκης         | Αθηνόδωρος   | Επιμελητής Α
       458 | Δουλουφάκη         | Ρουμπίνη     |                 2 |             17 | Χουρζαμάνη         | Ξανθή        | Διευθυντής
       459 | Ταχτσίδης          | Τίτος        |                 1 |            398 | Πουφτσής           | Θέτις        | Επιμελητής Β
       459 | Ταχτσίδης          | Τίτος        |                 2 |            130 | Κακαβός            | Κωστούλα     | Επιμελητής Α
       459 | Ταχτσίδης          | Τίτος        |                 3 |             89 | Σπανοχριστοδούλου  | Ζηναϊς       | Διευθυντής
       460 | Σαρρή              | Θεολόγος     |                 1 |            155 | Καρκαλέτση         | Ξανθίππη     | Επιμελητής Α
       460 | Σαρρή              | Θεολόγος     |                 2 |             82 | Γαλατούλας         | Χρήστος      | Διευθυντής
       461 | Χριστάρας          | Ευρύκλεια    |                 1 |             12 | Μαντζουράνης       | Θεανώ        | Διευθυντής
       462 | Αναστασόπουλος     | Θεόκλεια     |                 1 |            405 | Κυργιάκης          | Αννίκα       | Επιμελητής Β
       462 | Αναστασόπουλος     | Θεόκλεια     |                 2 |            172 | Σκούμπρου          | Χρυσαυγή     | Επιμελητής Α
       462 | Αναστασόπουλος     | Θεόκλεια     |                 3 |             71 | Πάντζιου           | Πανδώρα      | Διευθυντής
       463 | Τουρνά             | Σωκράτης     |                 1 |             78 | Σιμητοπούλου       | Κλεόβουλος   | Διευθυντής
       464 | Ελευθερίου         | Αμαλία       |                 1 |            397 | Κατσαντώνη         | Ναταλίνα     | Επιμελητής Β
       464 | Ελευθερίου         | Αμαλία       |                 2 |            172 | Σκούμπρου          | Χρυσαυγή     | Επιμελητής Α
       464 | Ελευθερίου         | Αμαλία       |                 3 |             71 | Πάντζιου           | Πανδώρα      | Διευθυντής
       465 | Καλαμπαλίκης       | Μελπομένη    |                 1 |             94 | Παπαευαγγέλου      | Ευτύχιος     | Επιμελητής Α
       465 | Καλαμπαλίκης       | Μελπομένη    |                 2 |             73 | Κωνσταντακόπουλος  | Σάββας       | Διευθυντής
       466 | Πολυχρόνης         | Μόσχα        |                 1 |            371 | Βαλιάκα            | Βικτωρία     | Επιμελητής Β
       466 | Πολυχρόνης         | Μόσχα        |                 2 |            184 | Αντωνόπουλος       | Βαλέριος     | Επιμελητής Α
       466 | Πολυχρόνης         | Μόσχα        |                 3 |             15 | Κιοσές             | Τιμοθέα      | Διευθυντής
       467 | Φιλιάγκου          | Φιλομήλα     |                 1 |            287 | Ψυρρή              | Αγαθή        | Επιμελητής Β
       467 | Φιλιάγκου          | Φιλομήλα     |                 2 |             63 | Γούλα              | Αλεξάνδρα    | Διευθυντής
       468 | Χατζηφώτη          | Ουρανία      |                 1 |            205 | Συρμού             | Γαρυφαλλιά   | Επιμελητής Α
       468 | Χατζηφώτη          | Ουρανία      |                 2 |             68 | Βουλγαρίδου        | Απόλλων      | Διευθυντής
       469 | Τζανουδάκης        | Αντίγονος    |                 1 |            299 | Λουπασάκης         | Θεολογία     | Επιμελητής Β
       469 | Τζανουδάκης        | Αντίγονος    |                 2 |            175 | Δημητρίου          | Στεφανία     | Επιμελητής Α
       469 | Τζανουδάκης        | Αντίγονος    |                 3 |              4 | Μπαρκούτα          | Πρόδρομος    | Διευθυντής
       470 | Παληός             | Δήμητρα      |                 1 |            112 | Αλυσανδράτου       | Θεοφίλη      | Επιμελητής Α
       470 | Παληός             | Δήμητρα      |                 2 |              6 | Καπούνης           | Ηρόδοτος     | Διευθυντής
       471 | Τρεντσίου          | Γιώργος      |                 1 |            274 | Σπάλας             | Αριστείδης   | Επιμελητής Β
       471 | Τρεντσίου          | Γιώργος      |                 2 |             59 | Μιχελακάκη         | Βησσαρίων    | Διευθυντής
       472 | Νώε                | Καλομοίρα    |                 1 |            317 | Ρήγας              | Ευλαμπία     | Επιμελητής Β
       472 | Νώε                | Καλομοίρα    |                 2 |             29 | Σταθόπουλος        | Παρασκευάς   | Διευθυντής
       473 | Γκάβρου            | Θάλεια       |                 1 |             25 | Βούκας             | Ζαχαρένια    | Διευθυντής
       474 | Δουβρόπουλος       | Ιερόθεος     |                 1 |            315 | Κεσκίνη            | Δωροθέα      | Επιμελητής Β
       474 | Δουβρόπουλος       | Ιερόθεος     |                 2 |            211 | Καρβέλη            | Ευσεβεία     | Επιμελητής Α
       474 | Δουβρόπουλος       | Ιερόθεος     |                 3 |             63 | Γούλα              | Αλεξάνδρα    | Διευθυντής
       475 | Κουκουλιάντας      | Κικιλία      |                 1 |            158 | Δανιηλίδης         | Κασσιανή     | Επιμελητής Α
       475 | Κουκουλιάντας      | Κικιλία      |                 2 |             45 | Σιμητοπούλου       | Γερασιμούλα  | Διευθυντής
       476 | Βαμβουκάκη         | Γερασιμούλα  |                 1 |            100 | Παπαγεωργίου       | Χρήστος      | Επιμελητής Α
       476 | Βαμβουκάκη         | Γερασιμούλα  |                 2 |             23 | Τζιώτζης           | Γιασεμή      | Διευθυντής
       477 | Μενγκ              | Ανδρόνικος   |                 1 |            379 | Μεϊμάρης           | Συμέλα       | Επιμελητής Β
       477 | Μενγκ              | Ανδρόνικος   |                 2 |             23 | Τζιώτζης           | Γιασεμή      | Διευθυντής
       478 | Βάρσος             | Ηράκλεια     |                 1 |            399 | Κρεμμύδας          | Καλή         | Επιμελητής Β
       478 | Βάρσος             | Ηράκλεια     |                 2 |             86 | Χατζελλής          | Ελισάβετ     | Διευθυντής
       479 | Μιχελή             | Παρασκευάς   |                 1 |            189 | Φειδερόπουλος      | Κλεομένης    | Επιμελητής Α
       479 | Μιχελή             | Παρασκευάς   |                 2 |             20 | Δρυμαλίτου         | Ζαχαρένια    | Διευθυντής
       480 | Θεοχάρης           | Πολύδωρα     |                 1 |             24 | Μπακοστεργίου      | Μαλβίνα      | Διευθυντής
       481 | Ταφραλή            | Αγάπιος      |                 1 |            156 | Σφύρλας            | Ευρυδίκη     | Επιμελητής Α
       481 | Ταφραλή            | Αγάπιος      |                 2 |             61 | Γιαπατζής          | Φλωρεντία    | Διευθυντής
       482 | Ανδρουλάκης        | Αγαθοκλής    |                 1 |            107 | Μαυρομανωλάκης     | Θεόδωρος     | Επιμελητής Α
       482 | Ανδρουλάκης        | Αγαθοκλής    |                 2 |             47 | Μηλιώρης           | Ζαχαρένια    | Διευθυντής
       483 | Μπιμπίρη           | Αλκινόη      |                 1 |            147 | Νατσουλή           | Εμμανουήλ    | Επιμελητής Α
       483 | Μπιμπίρη           | Αλκινόη      |                 2 |             16 | Χρονόπουλος        | Γαλάτεια     | Διευθυντής
       484 | Σταύρου            | Αρτεμισία    |                 1 |            104 | Ξανθοπούλου        | Εμμανουήλ    | Επιμελητής Α
       484 | Σταύρου            | Αρτεμισία    |                 2 |             43 | Κιορίδου           | Ροδαμάνθη    | Διευθυντής
       485 | Καρούσος           | Ελένη        |                 1 |            293 | Παπανδρικοπούλου   | Θεόκλητος    | Επιμελητής Β
       485 | Καρούσος           | Ελένη        |                 2 |             23 | Τζιώτζης           | Γιασεμή      | Διευθυντής
       486 | Δερλώπα            | Μαυρίκιος    |                 1 |            264 | Τραγούστη          | Λυδία        | Επιμελητής Α
       486 | Δερλώπα            | Μαυρίκιος    |                 2 |             23 | Τζιώτζης           | Γιασεμή      | Διευθυντής
       487 | Κεσίση             | Σωτήριος     |                 1 |            144 | Φουτσιτζής         | Καλομοίρα    | Επιμελητής Α
       487 | Κεσίση             | Σωτήριος     |                 2 |             83 | Καλαθά             | Ερρίκος      | Διευθυντής
       488 | Μαυρομανωλάκης     | Βερονίκη     |                 1 |            298 | Βασιλειάδη         | Γαβριέλλα    | Επιμελητής Β
       488 | Μαυρομανωλάκης     | Βερονίκη     |                 2 |            126 | Κωτούλα            | Νέαρχος      | Επιμελητής Α
       488 | Μαυρομανωλάκης     | Βερονίκη     |                 3 |             25 | Βούκας             | Ζαχαρένια    | Διευθυντής
       489 | Δάφνη              | Βαρδής       |                 1 |            209 | Τριανταφύλλου      | Ανδρονίκη    | Επιμελητής Α
       489 | Δάφνη              | Βαρδής       |                 2 |             27 | Τολούδης           | Ανδρονίκη    | Διευθυντής
       490 | Δεδούκου           | Νικόδημος    |                 1 |             26 | Κερασοβίτης        | Αρέθα        | Διευθυντής
       491 | Καζανόπουλος       | Διδώ         |                 1 |            191 | Νίκα               | Αρίσταρχος   | Επιμελητής Α
       491 | Καζανόπουλος       | Διδώ         |                 2 |             72 | Σταμούλη           | Παγώνα       | Διευθυντής
       492 | Ντότης             | Καλυψώ       |                 1 |            406 | Σακελλαρίου        | Πολυζώης     | Επιμελητής Β
       492 | Ντότης             | Καλυψώ       |                 2 |            112 | Αλυσανδράτου       | Θεοφίλη      | Επιμελητής Α
       492 | Ντότης             | Καλυψώ       |                 3 |              6 | Καπούνης           | Ηρόδοτος     | Διευθυντής
       493 | Παπαδημητροπούλου  | Ζαχαρίας     |                 1 |            318 | Ντζιαβίδα          | Κομνηνός     | Επιμελητής Β
       493 | Παπαδημητροπούλου  | Ζαχαρίας     |                 2 |              8 | Μπίλλας            | Παντελεήμων  | Διευθυντής
       494 | Καλαϊτζοπούλου     | Αριστομένης  |                 1 |             84 | Σπανοχριστοδούλου  | Βλάσιος      | Διευθυντής
       495 | Σπορδιλής          | Ματθαίος     |                 1 |             47 | Μηλιώρης           | Ζαχαρένια    | Διευθυντής
       496 | Λιναρδάκη          | Αγάπη        |                 1 |            398 | Πουφτσής           | Θέτις        | Επιμελητής Β
       496 | Λιναρδάκη          | Αγάπη        |                 2 |            130 | Κακαβός            | Κωστούλα     | Επιμελητής Α
       496 | Λιναρδάκη          | Αγάπη        |                 3 |             89 | Σπανοχριστοδούλου  | Ζηναϊς       | Διευθυντής
       497 | Καβούρης           | Ελένη        |                 1 |            404 | Τριαντακωνσταντής  | Οδυσσέας     | Επιμελητής Β
       497 | Καβούρης           | Ελένη        |                 2 |             64 | Ξανθοπούλου        | Ινώ          | Διευθυντής
       498 | Ζτούκος            | Ερωτόκριτος  |                 1 |            314 | Θεοδοσίου          | Φωτεινή      | Επιμελητής Β
       498 | Ζτούκος            | Ερωτόκριτος  |                 2 |            140 | Κωσταλής           | Κηρύκος      | Επιμελητής Α
       498 | Ζτούκος            | Ερωτόκριτος  |                 3 |             87 | Τσούμος            | Βελισσάριος  | Διευθυντής
       499 | Παπαδήμα           | Ανθούλης     |                 1 |            170 | Πίσσιος            | Λουκάς       | Επιμελητής Α
       499 | Παπαδήμα           | Ανθούλης     |                 2 |             66 | Σαλέμη             | Θεολογία     | Διευθυντής
       500 | Δαΐκου             | Φιλιώ        |                 1 |            170 | Πίσσιος            | Λουκάς       | Επιμελητής Α
       500 | Δαΐκου             | Φιλιώ        |                 2 |             66 | Σαλέμη             | Θεολογία     | Διευθυντής
       501 | Παπαευαγγελίου     | Χρυσαυγή     |                 1 |            175 | Δημητρίου          | Στεφανία     | Επιμελητής Α
       501 | Παπαευαγγελίου     | Χρυσαυγή     |                 2 |              4 | Μπαρκούτα          | Πρόδρομος    | Διευθυντής
       502 | Κοντογεωργάκη      | Ιωάννης      |                 1 |            151 | Αναστόπουλος       | Παράσχος     | Επιμελητής Α
       502 | Κοντογεωργάκη      | Ιωάννης      |                 2 |             57 | Βουτσάς            | Μεταξία      | Διευθυντής
       503 | Φραγκόπουλος       | Σεβαστή      |                 1 |            257 | Ξένου              | Σταμάτης     | Επιμελητής Α
       503 | Φραγκόπουλος       | Σεβαστή      |                 2 |             68 | Βουλγαρίδου        | Απόλλων      | Διευθυντής
       504 | Καρανασίου         | Δαμιανός     |                 1 |            323 | Αλεξανδρόπουλος    | Θέτις        | Επιμελητής Β
       504 | Καρανασίου         | Δαμιανός     |                 2 |            218 | Ζώη                | Τατιάνα      | Επιμελητής Α
       504 | Καρανασίου         | Δαμιανός     |                 3 |             16 | Χρονόπουλος        | Γαλάτεια     | Διευθυντής
       505 | Μαγκούφης          | Διδώ         |                 1 |            285 | Μητσοπούλου        | Κλαίρη       | Επιμελητής Β
       505 | Μαγκούφης          | Διδώ         |                 2 |             64 | Ξανθοπούλου        | Ινώ          | Διευθυντής
       506 | Καρούντζος         | Ανδριανή     |                 1 |            293 | Παπανδρικοπούλου   | Θεόκλητος    | Επιμελητής Β
       506 | Καρούντζος         | Ανδριανή     |                 2 |             23 | Τζιώτζης           | Γιασεμή      | Διευθυντής
       507 | Χορόζη             | Χαρίλαος     |                 1 |            226 | Σάουερ             | Μόσχα        | Επιμελητής Α
       507 | Χορόζη             | Χαρίλαος     |                 2 |              7 | Αγγελίδου          | Κυριάκος     | Διευθυντής
       508 | Περράκης           | Γαβριέλλα    |                 1 |            119 | Παλιούρα           | Σμαράγδα     | Επιμελητής Α
       508 | Περράκης           | Γαβριέλλα    |                 2 |             37 | Ταφραλή            | Λεμονής      | Διευθυντής
       509 | Παπουλής           | Νομική       |                 1 |             44 | Χατζαντώνης        | Θεολογία     | Διευθυντής
       510 | Λογοθέτη           | Δημούλα      |                 1 |            223 | Κωνσταντόπουλος    | Ίκαρος       | Επιμελητής Α
       510 | Λογοθέτη           | Δημούλα      |                 2 |             90 | Σιμητοπούλου       | Ηλίας        | Διευθυντής
       511 | Καραΐσκος          | Θεόφραστος   |                 1 |            317 | Ρήγας              | Ευλαμπία     | Επιμελητής Β
       511 | Καραΐσκος          | Θεόφραστος   |                 2 |             29 | Σταθόπουλος        | Παρασκευάς   | Διευθυντής
       512 | Κιοσές             | Αιμιλία      |                 1 |            138 | Γιασημάκης         | Δαμασκηνή    | Επιμελητής Α
       512 | Κιοσές             | Αιμιλία      |                 2 |             11 | Γεωργιάδου         | Μαριγώ       | Διευθυντής
       513 | Σπασόπουλος        | Βαλεντίνος   |                 1 |            331 | Πατινιωτάκη        | Ταξιάρχης    | Επιμελητής Β
       513 | Σπασόπουλος        | Βαλεντίνος   |                 2 |            111 | Γιακαμόζη          | Λασκαρίνα    | Επιμελητής Α
       513 | Σπασόπουλος        | Βαλεντίνος   |                 3 |             45 | Σιμητοπούλου       | Γερασιμούλα  | Διευθυντής
       514 | Πικρός             | Ρεβέκκα      |                 1 |            214 | Σουλιντζής         | Ιάκωβος      | Επιμελητής Α
       514 | Πικρός             | Ρεβέκκα      |                 2 |             18 | Προύβα             | Λουκία       | Διευθυντής
       515 | Τζιώτζης           | Τερψιχόρη    |                 1 |            100 | Παπαγεωργίου       | Χρήστος      | Επιμελητής Α
       515 | Τζιώτζης           | Τερψιχόρη    |                 2 |             23 | Τζιώτζης           | Γιασεμή      | Διευθυντής
       516 | Βραδή              | Θέμις        |                 1 |            291 | Βερβίτη            | Χρυσή        | Επιμελητής Β
       516 | Βραδή              | Θέμις        |                 2 |            186 | Φιλιππόπουλος      | Παναγιώτα    | Επιμελητής Α
       516 | Βραδή              | Θέμις        |                 3 |             10 | Κεσκίνη            | Γερακίνα     | Διευθυντής
       517 | Τσόλκας            | Λεώνη        |                 1 |            192 | Μιχελή             | Πανταζής     | Επιμελητής Α
       517 | Τσόλκας            | Λεώνη        |                 2 |             26 | Κερασοβίτης        | Αρέθα        | Διευθυντής
       518 | Σταμέλος           | Ανδρονίκη    |                 1 |            171 | Μανιάτη            | Δωροθέα      | Επιμελητής Α
       518 | Σταμέλος           | Ανδρονίκη    |                 2 |             66 | Σαλέμη             | Θεολογία     | Διευθυντής
       519 | Μαγκαφοπούλου      | Μυρτώ        |                 1 |             41 | Αγγελίδης          | Αντιγόνη     | Διευθυντής
       520 | Κουτκιά            | Μαργαρίτα    |                 1 |            215 | Κονιδάρης          | Δομήνικος    | Επιμελητής Α
       520 | Κουτκιά            | Μαργαρίτα    |                 2 |             31 | Βαλτάς             | Ροδόκλεια    | Διευθυντής
       521 | Ξένου              | Αρχέλαος     |                 1 |            388 | Μπακοστεργίου      | Θεοχαρούλα   | Επιμελητής Β
       521 | Ξένου              | Αρχέλαος     |                 2 |            209 | Τριανταφύλλου      | Ανδρονίκη    | Επιμελητής Α
       521 | Ξένου              | Αρχέλαος     |                 3 |             27 | Τολούδης           | Ανδρονίκη    | Διευθυντής
       522 | Κασσωτάκη          | Λογοθέτης    |                 1 |            120 | Ανδρουλάκης        | Ίκαρος       | Επιμελητής Α
       522 | Κασσωτάκη          | Λογοθέτης    |                 2 |             88 | Σαλταούρας         | Θουκυδίδης   | Διευθυντής
       523 | Κυργιά             | Μάριος       |                 1 |            215 | Κονιδάρης          | Δομήνικος    | Επιμελητής Α
       523 | Κυργιά             | Μάριος       |                 2 |             31 | Βαλτάς             | Ροδόκλεια    | Διευθυντής
       524 | Γρατσιάς           | Ροδάνθη      |                 1 |            121 | Παπαθανασίου       | Θηρεσία      | Επιμελητής Α
       524 | Γρατσιάς           | Ροδάνθη      |                 2 |             19 | Χατζηγεωργίου      | Χρυσόστομη   | Διευθυντής
       525 | Πορίχης            | Νικόλαος     |                 1 |            314 | Θεοδοσίου          | Φωτεινή      | Επιμελητής Β
       525 | Πορίχης            | Νικόλαος     |                 2 |            140 | Κωσταλής           | Κηρύκος      | Επιμελητής Α
       525 | Πορίχης            | Νικόλαος     |                 3 |             87 | Τσούμος            | Βελισσάριος  | Διευθυντής
       526 | Νταβάς             | Θεοφύλακτη   |                 1 |            223 | Κωνσταντόπουλος    | Ίκαρος       | Επιμελητής Α
       526 | Νταβάς             | Θεοφύλακτη   |                 2 |             90 | Σιμητοπούλου       | Ηλίας        | Διευθυντής
       527 | Δαρδιώτη           | Τσαμπίκα     |                 1 |            246 | Μωρός              | Σεβαστή      | Επιμελητής Α
       527 | Δαρδιώτη           | Τσαμπίκα     |                 2 |             52 | Οικονόμου          | Παρθένα      | Διευθυντής
       528 | Τσαμαδός           | Παυσανίας    |                 1 |             31 | Βαλτάς             | Ροδόκλεια    | Διευθυντής
       529 | Κωτσικόρης         | Μαυρίκιος    |                 1 |            220 | Δραμουντάνη        | Συμεώνη      | Επιμελητής Α
       529 | Κωτσικόρης         | Μαυρίκιος    |                 2 |             33 | Ρουπακάς           | Βλασία       | Διευθυντής
       530 | Νιτσοτόλης         | Ευσέβιος     |                 1 |            118 | Μανιάτη            | Ευπραξία     | Επιμελητής Α
       530 | Νιτσοτόλης         | Ευσέβιος     |                 2 |             27 | Τολούδης           | Ανδρονίκη    | Διευθυντής
       531 | Μπατσάκη           | Σταύρος      |                 1 |            246 | Μωρός              | Σεβαστή      | Επιμελητής Α
       531 | Μπατσάκη           | Σταύρος      |                 2 |             52 | Οικονόμου          | Παρθένα      | Διευθυντής
       532 | Σκούμπρου          | Μαυρίκιος    |                 1 |             78 | Σιμητοπούλου       | Κλεόβουλος   | Διευθυντής
       533 | Καρατάσου          | Στεργιανή    |                 1 |            366 | Τσακανίκας         | Δέσποινα     | Επιμελητής Β
       533 | Καρατάσου          | Στεργιανή    |                 2 |            210 | Σιγανός            | Αγγελική     | Επιμελητής Α
       533 | Καρατάσου          | Στεργιανή    |                 3 |              8 | Μπίλλας            | Παντελεήμων  | Διευθυντής
       534 | Κολχούρης          | Παγώνα       |                 1 |            381 | Ανδρικόπουλος      | Μάριος       | Επιμελητής Β
       534 | Κολχούρης          | Παγώνα       |                 2 |            160 | Αργυρόπουλος       | Τερψιχόρη    | Επιμελητής Α
       534 | Κολχούρης          | Παγώνα       |                 3 |             28 | Ευαγγελάτος        | Ιάσονας      | Διευθυντής
       535 | Αναστασάκης        | Δημοσθένης   |                 1 |            218 | Ζώη                | Τατιάνα      | Επιμελητής Α
       535 | Αναστασάκης        | Δημοσθένης   |                 2 |             16 | Χρονόπουλος        | Γαλάτεια     | Διευθυντής
       536 | Τριαντακωνσταντής  | Ερωφίλη      |                 1 |            361 | Δόσης              | Αυγέρης      | Επιμελητής Β
       536 | Τριαντακωνσταντής  | Ερωφίλη      |                 2 |            201 | Κονιάρη            | Χιονιά       | Επιμελητής Α
       536 | Τριαντακωνσταντής  | Ερωφίλη      |                 3 |              5 | Δουλάμης           | Προδρομία    | Διευθυντής
       537 | Κατσούλα           | Αγαπητός     |                 1 |             11 | Γεωργιάδου         | Μαριγώ       | Διευθυντής
       538 | Κολτσάκη           | Άλκηστις     |                 1 |            107 | Μαυρομανωλάκης     | Θεόδωρος     | Επιμελητής Α
       538 | Κολτσάκη           | Άλκηστις     |                 2 |             47 | Μηλιώρης           | Ζαχαρένια    | Διευθυντής
       539 | Κελαϊδώνης         | Αργυρούλα    |                 1 |            112 | Αλυσανδράτου       | Θεοφίλη      | Επιμελητής Α
       539 | Κελαϊδώνης         | Αργυρούλα    |                 2 |              6 | Καπούνης           | Ηρόδοτος     | Διευθυντής
       540 | Παπουτσοπούλου     | Μαυροειδής   |                 1 |            203 | Ζιώγος             | Θεοπίστη     | Επιμελητής Α
       540 | Παπουτσοπούλου     | Μαυροειδής   |                 2 |              6 | Καπούνης           | Ηρόδοτος     | Διευθυντής
       541 | Καρακαστανιάς      | Αλέξανδρος   |                 1 |             20 | Δρυμαλίτου         | Ζαχαρένια    | Διευθυντής
       542 | Χατζησταυράκης     | Ζαχαρίας     |                 1 |            219 | Σάουερ             | Νικηφόρος    | Επιμελητής Α
       542 | Χατζησταυράκης     | Ζαχαρίας     |                 2 |             65 | Αναστασόπουλος     | Πέτρα        | Διευθυντής
       543 | Τζαβέλλας          | Έξαρχος      |                 1 |            290 | Μιλέα              | Κλεόβουλος   | Επιμελητής Β
       543 | Τζαβέλλας          | Έξαρχος      |                 2 |            189 | Φειδερόπουλος      | Κλεομένης    | Επιμελητής Α
       543 | Τζαβέλλας          | Έξαρχος      |                 3 |             20 | Δρυμαλίτου         | Ζαχαρένια    | Διευθυντής
       544 | Καργάκου           | Θεοπίστη     |                 1 |            298 | Βασιλειάδη         | Γαβριέλλα    | Επιμελητής Β
       544 | Καργάκου           | Θεοπίστη     |                 2 |            126 | Κωτούλα            | Νέαρχος      | Επιμελητής Α
