 ID Προσωπικού |     Όνομα      |      Επώνυμο       |   Τύπος Προσωπικού   
           988 | Θεοφίλη        | Λιολιοπούλου       | Νοσηλευτής
          1148 | Καλυψώ         | Λιολιοπούλου       | Νοσηλευτής
           708 | Ανέστης        | Λιτίνας            | Νοσηλευτής
           764 | Θεοφύλακτη     | Λιόλιος            | Νοσηλευτής
          1154 | Κωνσταντίνος   | Λιόλιος            | Νοσηλευτής
           912 | Καλλιόπη       | Λιόντη             | Νοσηλευτής
           663 | Λουδοβίκος     | Λογκάκη            | Νοσηλευτής
          1128 | Πολύκαρπος     | Λογοθέτη           | Νοσηλευτής
           818 | Συμεωνία       | Λουλάκης           | Νοσηλευτής
           805 | Ζωή            | Λουλάκης           | Νοσηλευτής
           665 | Γαλήνη         | Λουπασάκης         | Νοσηλευτής
           609 | Δημήτρης       | Λυγκούρας          | Νοσηλευτής
           870 | Γαληνός        | Λύτρα              | Νοσηλευτής
           782 | Νεκτάριος      | Μάνος              | Νοσηλευτής
           969 | Σουμέλα        | Μάντου             | Νοσηλευτής
          1075 | Σωτήριος       | Μάργαρης           | Νοσηλευτής
           762 | Λουκιανός      | Μάργαρης           | Νοσηλευτής
           837 | Ίκαρος         | Μέλανι             | Νοσηλευτής
          1163 | Ματθίλδη       | Μίσχος             | Νοσηλευτής
          1219 | Αικατερίνη     | Μίχος              | Νοσηλευτής
          1177 | Αρχοντία       | Μίχος              | Νοσηλευτής
           953 | Θέκλα          | Μαγκούφης          | Νοσηλευτής
           633 | Γλαύκη         | Μαζαράκης          | Νοσηλευτής
          1138 | Φωκίων         | Μακρή              | Νοσηλευτής
          1240 | Ευσεβεία       | Μακροπούλου        | Νοσηλευτής
           925 | Πωλίνα         | Μαλίμη             | Νοσηλευτής
           655 | Αδαμαντία      | Μαλλή              | Νοσηλευτής
           667 | Αγαθή          | Μαμαλά             | Νοσηλευτής
           651 | Τριανταφυλλιά  | Μανιάτη            | Νοσηλευτής
           933 | Ευαγγελία      | Μανιτάρου          | Νοσηλευτής
           834 | Ματίνα         | Μανιτάρου          | Νοσηλευτής
           987 | Πλάτων         | Μανιώτης           | Νοσηλευτής
           696 | Ακρίτας        | Μανοπούλου         | Νοσηλευτής
           795 | Λαέρτης        | Μανουσέλης         | Νοσηλευτής
           967 | Ιωάννης        | Μανουσιάδης        | Νοσηλευτής
           836 | Ευκλείδης      | Μανούκας           | Νοσηλευτής
           883 | Αταλάντη       | Μαραγκός           | Νοσηλευτής
          1208 | Θεόφιλος       | Μαργαρίτη          | Νοσηλευτής
          1100 | Αριστομένης    | Μαρτζούκου         | Νοσηλευτής
           919 | Ησαΐας         | Μασίκα             | Νοσηλευτής
           618 | Σαράντης       | Μασγαλάς           | Νοσηλευτής
          1196 | Δημόκριτος     | Μαστρογιάννης      | Νοσηλευτής
          1036 | Ρήγας          | Μαστρογιαννίδου    | Νοσηλευτής
          1130 | Αριστείδης     | Μασόπουλος         | Νοσηλευτής
           955 | Κασσιανή       | Ματσούκας          | Νοσηλευτής
          1153 | Δαμιανός       | Ματσούρη           | Νοσηλευτής
           629 | Ζήνων          | Μαυρίδη            | Νοσηλευτής
          1239 | Μαλαματένια    | Μαυρίδη            | Νοσηλευτής
           801 | Ποθητή         | Μαυρίδη            | Νοσηλευτής
          1073 | Καλλιόπη       | Μαυραειδή          | Νοσηλευτής
          1079 | Βερονίκη       | Μαυροειδάκος       | Νοσηλευτής
          1242 | Παρασκευή      | Μαυροειδάκος       | Νοσηλευτής
           907 | Τιμόθεος       | Μαυροειδάκος       | Νοσηλευτής
          1181 | Σελήνη         | Μαυρουδής          | Νοσηλευτής
          1236 | Ευρυδίκη       | Μαυρουδής          | Νοσηλευτής
          1107 | Παυλίνα        | Μαυρούτσος         | Νοσηλευτής
           812 | Μηλιά          | Μαυρούτσος         | Νοσηλευτής
           682 | Θεόπιστος      | Μενγκ              | Νοσηλευτής
           622 | Τριαντάφυλλος  | Μεξή               | Νοσηλευτής
           699 | Αβραάμ         | Μεϊμάρης           | Νοσηλευτής
          1172 | Ισαάκ          | Μηλιάκη            | Νοσηλευτής
           816 | Ιωνάς          | Μητρίδης           | Νοσηλευτής
          1033 | Ιγνάτιος       | Μιλέα              | Νοσηλευτής
           898 | Έκτορας        | Μιλέα              | Νοσηλευτής
          1161 | Χριστίνα       | Μιχαηλίδης         | Νοσηλευτής
          1144 | Πολυνίκη       | Μιχαηλίδου         | Νοσηλευτής
          1101 | Ερμιόνη        | Μιχελακάκη         | Νοσηλευτής
          1002 | Μαρία          | Μουτουσίδης        | Νοσηλευτής
          1019 | Αριστέα        | Μουτουσίδης        | Νοσηλευτής
           687 | Αδαμαντία      | Μπακοστεργίου      | Νοσηλευτής
          1231 | Ευτέρπη        | Μπαλάσκας          | Νοσηλευτής
          1098 | Γαρυφαλλιά     | Μπαλανίκα          | Νοσηλευτής
           877 | Ανδρονίκη      | Μπατσάκη           | Νοσηλευτής
          1000 | Παρέσσα        | Μπατσάκη           | Νοσηλευτής
          1248 | Κυβέλη         | Μπαφίτη            | Νοσηλευτής
           605 | Φιλίππα        | Μπεκάκου           | Νοσηλευτής
           739 | Αρτέμης        | Μπενέτου           | Νοσηλευτής
           881 | Αυγουστίνα     | Μπλανάς            | Νοσηλευτής
          1250 | Καλή           | Μπλανάς            | Νοσηλευτής
           825 | Πολυτίμη       | Μπλιατσίου         | Νοσηλευτής
          1149 | Ισαβέλλα       | Μπονέλη            | Νοσηλευτής
          1103 | Πανταζής       | Μπονέλη            | Νοσηλευτής
           756 | Θεόφραστος     | Μποτώνης           | Νοσηλευτής
           688 | Σεραφείμ       | Μπουλούκος         | Νοσηλευτής
          1086 | Μενέλαος       | Μπουρλής           | Νοσηλευτής
           647 | Πίνδαρος       | Μπούκος            | Νοσηλευτής
           873 | Ανατολή        | Μπότης             | Νοσηλευτής
          1081 | Σάρρα          | Μυτάρη             | Νοσηλευτής
           831 | Πίνδαρος       | Μυτάρη             | Νοσηλευτής
           608 | Αυγή           | Μυτάρη             | Νοσηλευτής
          1132 | Διαμάντω       | Μυτάρη             | Νοσηλευτής
           910 | Καλλιόπη       | Μωρός              | Νοσηλευτής
           713 | Ευδοκία        | Νάσσου             | Νοσηλευτής
           617 | Ζησούλα        | Ναούμ              | Νοσηλευτής
          1117 | Ροδάνθη        | Νασίκας            | Νοσηλευτής
           777 | Φανουρία       | Νασιόπουλος        | Νοσηλευτής
           711 | Νεόκλεια       | Νατσουλή           | Νοσηλευτής
          1029 | Στεργιανή      | Νταγκαλή           | Νοσηλευτής
          1191 | Λεωνίδας       | Νταγκαλή           | Νοσηλευτής
          1106 | Αρτέμης        | Ντανώλα            | Νοσηλευτής
          1074 | Αρχιμήδης      | Ντζιαβίδα          | Νοσηλευτής
           943 | Ράλλης         | Ντριβαλά           | Νοσηλευτής
           823 | Αθηνά          | Ντόβα              | Νοσηλευτής
           962 | Χρίστος        | Ντόκος             | Νοσηλευτής
           977 | Ιφιγένεια      | Ξένου              | Νοσηλευτής
           610 | Κυριαζής       | Ξανθάκης           | Νοσηλευτής
           980 | Διδώ           | Ξανθοπούλου        | Νοσηλευτής
          1093 | Λουδοβίκος     | Ξηρογιάννης        | Νοσηλευτής
           879 | Θεοδοσία       | Οικονόμου          | Νοσηλευτής
           947 | Σωτήρης        | Οικονόμου          | Νοσηλευτής
          1213 | Παράσχος       | Ορφανάκης          | Νοσηλευτής
           802 | Ευδοκία        | Πάγκαλος           | Νοσηλευτής
           903 | Παρασκευή      | Πάγκαλος           | Νοσηλευτής
          1008 | Κώστας         | Πάνος              | Νοσηλευτής
           826 | Ζαφειρία       | Πάνου              | Νοσηλευτής
           897 | Νταίζη         | Πέττα              | Νοσηλευτής
           973 | Θωμάς          | Πίππας             | Νοσηλευτής
           986 | Κασσιανή       | Πίππας             | Νοσηλευτής
           845 | Διαλεκτή       | Πίσπα              | Νοσηλευτής
          1003 | Σωτήριος       | Πίσπα              | Νοσηλευτής
          1222 | Γαληνός        | Πίτσης             | Νοσηλευτής
           728 | Πουλχερία      | Πίτσης             | Νοσηλευτής
           958 | Τριαντάφυλλη   | Παλλάς             | Νοσηλευτής
          1011 | Γεώργιος       | Παναγιωτακοπούλου  | Νοσηλευτής
           846 | Μελίνα         | Πανκίδου           | Νοσηλευτής
          1001 | Δόμνα          | Πανκίδου           | Νοσηλευτής
           662 | Ιγνατία        | Πανούσης           | Νοσηλευτής
          1225 | Αυγέρης        | Παντίσκα           | Νοσηλευτής
           888 | Ερμιόνη        | Πανταζή            | Νοσηλευτής
           862 | Γεώργιος       | Παντζαρτζίδης      | Νοσηλευτής
          1170 | Ζαμπέτα        | Παπαγεωργίου       | Νοσηλευτής
           698 | Βεατρίκη       | Παπαγιαννακόπουλος | Νοσηλευτής
           759 | Ευσεβία        | Παπαγιαννόπουλος   | Νοσηλευτής
           602 | Αταλάντη       | Παπαδήμα           | Νοσηλευτής
          1069 | Μερκούριος     | Παπαδημητράκης     | Νοσηλευτής
           623 | Χρύσανθος      | Παπαδημητριάδης    | Νοσηλευτής
           773 | Βαρσάμος       | Παπαδημητροπούλου  | Νοσηλευτής
           899 | Σεμίνα         | Παπαευαγγελίου     | Νοσηλευτής
          1124 | Τιμολέων       | Παπαθανασίου       | Νοσηλευτής
           707 | Μενέλαος       | Παπαθεοδοσίου      | Νοσηλευτής
          1200 | Ματθίλδη       | Παπακωνσταντίνου   | Νοσηλευτής
          1227 | Νεκταρία       | Παπανάνου          | Νοσηλευτής
           744 | Ορέστης        | Παπανδρέου         | Νοσηλευτής
           890 | Μιλτιάδης      | Παπανδρέου         | Νοσηλευτής
          1094 | Λαμπρινή       | Παπανώτα           | Νοσηλευτής
           849 | Σταυρούλα      | Παπασπηλιωτοπούλου | Νοσηλευτής
           750 | Ρωξάνη         | Παπασταύρου        | Νοσηλευτής
           926 | Μαρία          | Παπαστεργίου       | Νοσηλευτής
          1022 | Πελοπίδας      | Παπουδής           | Νοσηλευτής
           991 | Κικιλία        | Παπουτσοπούλου     | Νοσηλευτής
           684 | Μαριάννα       | Παπουτσοπούλου     | Νοσηλευτής
          1152 | Παντελής       | Παρασκευά          | Νοσηλευτής
          1204 | Παναγία        | Παρασκευά          | Νοσηλευτής
           960 | Μάνθα          | Πατμανίδης         | Νοσηλευτής
           727 | Μαριάννα       | Πατσούρας          | Νοσηλευτής
           963 | Ευστράτιος     | Περάκης            | Νοσηλευτής
           721 | Βενιζέλος      | Περουλάκη          | Νοσηλευτής
          1209 | Βησσαρία       | Πετράκη            | Νοσηλευτής
           738 | Ταξιαρχία      | Πετράκη            | Νοσηλευτής
          1226 | Αρέθα          | Πετράκης           | Νοσηλευτής
           613 | Παναγιώτης     | Πετρίδου           | Νοσηλευτής
           989 | Φρίξος         | Πετσιά             | Νοσηλευτής
           920 | Αφροδίτη       | Πευκιανάκης        | Νοσηλευτής
          1015 | Αλίκη          | Πιάγκος            | Νοσηλευτής
           896 | Γιώργος        | Πικούνης           | Νοσηλευτής
           938 | Ευτέρπη        | Πικούνης           | Νοσηλευτής
           984 | Κρυσταλλένια   | Πικρός             | Νοσηλευτής
           916 | Πλάτων         | Πισκοπάνη          | Νοσηλευτής
           878 | Πωλίνα         | Πισχινάς           | Νοσηλευτής
          1056 | Ελευθερία      | Πιτσάκης           | Νοσηλευτής
          1214 | Στεφανία       | Πιτσάκης           | Νοσηλευτής
          1179 | Αρχέλαος       | Πιτσολής           | Νοσηλευτής
           747 | Ραλλία         | Πολέμη             | Νοσηλευτής
          1095 | Δρόσος         | Πολυζωάκης         | Νοσηλευτής
           856 | Φιλήμων        | Πολυχρονόπουλος    | Νοσηλευτής
           902 | Παναγία        | Πολυχρόνης         | Νοσηλευτής
          1048 | Παρασκευάς     | Πορφυριάδου        | Νοσηλευτής
          1127 | Κικιλία        | Πουλίδα            | Νοσηλευτής
           992 | Βεατρίκη       | Πουλιάση           | Νοσηλευτής
           900 | Ιωνάς          | Πουλιέζος          | Νοσηλευτής
           778 | Άρης           | Πουλογιαννόπουλος  | Νοσηλευτής
          1111 | Νεκταρία       | Προβής             | Νοσηλευτής
           998 | Δημοκράτης     | Προβής             | Νοσηλευτής
          1053 | Πηγή           | Πυλαρινός          | Νοσηλευτής
           867 | Ιάσονας        | Πυροβόλου          | Νοσηλευτής
          1050 | Κασσάνδρα      | Ράλλης             | Νοσηλευτής
          1067 | Ευγενία        | Ρέγκας             | Νοσηλευτής
           661 | Μάριος         | Ρέντας             | Νοσηλευτής
           754 | Χρυσαφένια     | Ρέντας             | Νοσηλευτής
          1021 | Ανανίας        | Ρέντζος            | Νοσηλευτής
           601 | Λουίζα         | Ραδοβάλης          | Νοσηλευτής
           951 | Μελίνα         | Ραδοβάλης          | Νοσηλευτής
           755 | Θεόφραστος     | Ραχμανίδης         | Νοσηλευτής
           850 | Στεργιανή      | Ραχωβίτσας         | Νοσηλευτής
           724 | Ευγενία        | Ριζούλης           | Νοσηλευτής
          1158 | Ζηνοβία        | Ροδίτου            | Νοσηλευτής
           701 | Πελοπίδας      | Ροϊδούλης          | Νοσηλευτής
           892 | Αναστάσιος     | Ρούσσου            | Νοσηλευτής
           891 | Θεοτόκης       | Σάουερ             | Νοσηλευτής
          1147 | Στεργιανή      | Σίββα              | Νοσηλευτής
          1220 | Διαλεκτή       | Σαμαράς            | Νοσηλευτής
          1099 | Πύρρος         | Σαουλίδης          | Νοσηλευτής
           851 | Ευγένιος       | Σαουλίδης          | Νοσηλευτής
           793 | Κωστούλα       | Σαρίκας            | Νοσηλευτής
           901 | Ανάργυρος      | Σαραντινός         | Νοσηλευτής
           884 | Διαμαντούλα    | Σαραφίδης          | Νοσηλευτής
          1171 | Γαλάτεια       | Σαριδάκη           | Νοσηλευτής
           642 | Καλομοίρα      | Σαριδάκη           | Νοσηλευτής
           835 | Περικλής       | Σγουρός            | Νοσηλευτής
          1218 | Ρεβέκκα        | Σγουρός            | Νοσηλευτής
           695 | Γιολάντα       | Σεφέκος            | Νοσηλευτής
           911 | Τριανταφυλλιά  | Σεφέκος            | Νοσηλευτής
           799 | Περιστέρα      | Σεφέκος            | Νοσηλευτής
           716 | Μαύρος         | Σιμητοπούλου       | Νοσηλευτής
           864 | Βερονίκη       | Σιμητοπούλου       | Νοσηλευτής
           649 | Αλεξάνδρα      | Σιμιτζή            | Νοσηλευτής
           787 | Σουλτάνα       | Σιμιτζή            | Νοσηλευτής
          1110 | Νεόφυτος       | Σιώρης             | Νοσηλευτής
          1112 | Αποστολία      | Σκοτάδη            | Νοσηλευτής
           871 | Αυγουστίνα     | Σκρίμπας           | Νοσηλευτής
           706 | Πολύδωρα       | Σκυλογιάννη        | Νοσηλευτής
          1185 | Όλγα           | Σμπονιάς           | Νοσηλευτής
          1043 | Συμέλα         | Σμπρίνης           | Νοσηλευτής
           995 | Μελέτια        | Σμυρνιώτης         | Νοσηλευτής
          1157 | Σεβαστιανή     | Σολακούδης         | Νοσηλευτής
           934 | Ηρόδοτος       | Σολακούδης         | Νοσηλευτής
          1065 | Κερασιά        | Σολωμίδου          | Νοσηλευτής
           994 | Αλεξάνδρα      | Σουλιντζής         | Νοσηλευτής
           732 | Αλκμήνη        | Σπορδιλής          | Νοσηλευτής
           972 | Αλκμήνη        | Σπυριδάκη          | Νοσηλευτής
          1072 | Νερατζιά       | Σπυριδάκης         | Νοσηλευτής
          1068 | Ιάκωβος        | Σπυρόπουλος        | Νοσηλευτής
          1076 | Σολομών        | Σταθά              | Νοσηλευτής
           983 | Ευμορφία       | Σταμέλος           | Νοσηλευτής
          1082 | Ελεονόρα       | Σταμόπουλος        | Νοσηλευτής
          1063 | Ιωακείμ        | Στούμπου           | Νοσηλευτής
          1080 | Λουλουδένια    | Συβιλιά            | Νοσηλευτής
           603 | Στεργιανή      | Συρμού             | Νοσηλευτής
          1006 | Ανδρόνικος     | Σύψα               | Νοσηλευτής
          1070 | Ταξιάρχης      | Τάντου             | Νοσηλευτής
           775 | Κοσμάς         | Τάντου             | Νοσηλευτής
           730 | Βενετία        | Τάρναρης           | Νοσηλευτής
           948 | Νίκη           | Τάσιος             | Νοσηλευτής
           639 | Μαλβίνα        | Τάχας              | Νοσηλευτής
           742 | Κλημεντίνη     | Τασιούλας          | Νοσηλευτής
           946 | Πυθαγόρας      | Τερζής             | Νοσηλευτής
           853 | Μαρίνος        | Τζάγκα             | Νοσηλευτής
          1012 | Μαύρος         | Τζήκας             | Νοσηλευτής
           637 | Ανδρέας        | Τζήκας             | Νοσηλευτής
          1120 | Ευμένιος       | Τζαναβάρα          | Νοσηλευτής
          1238 | Τίτος          | Τζαναβάρα          | Νοσηλευτής
           822 | Χριστιάν       | Τζαναβάρα          | Νοσηλευτής
           982 | Ιάσονας        | Τζιγκούρα          | Νοσηλευτής
           751 | Ηλιάνα         | Τζινιέρης          | Νοσηλευτής
          1143 | Νίκων          | Τζινιέρης          | Νοσηλευτής
           806 | Βιργινία       | Τζιρατούδη         | Νοσηλευτής
           886 | Φεβρωνία       | Τζιόβα             | Νοσηλευτής
          1246 | Δόμνα          | Τζιόρτζιος         | Νοσηλευτής
           715 | Φλοριάντ       | Τζιώτζης           | Νοσηλευτής
          1061 | Σελήνη         | Τομπουλίδου        | Νοσηλευτής
           659 | Ουρανία        | Τουλάκη            | Νοσηλευτής
          1121 | Ήλια           | Τουρναβίτης        | Νοσηλευτής
          1237 | Έλλη           | Τρεντσίου          | Νοσηλευτής
           740 | Περικλεία      | Τριανταφύλλου      | Νοσηλευτής
           820 | Ελισσαίος      | Τρομπούκη          | Νοσηλευτής
          1241 | Καλυψώ         | Τσέλιος            | Νοσηλευτής
          1118 | Εριέτα         | Τσέτου             | Νοσηλευτής
           959 | Ρωξάνη         | Τσακίρη            | Νοσηλευτής
           861 | Τατιάνα        | Τσανδήλας          | Νοσηλευτής
          1092 | Ερωφίλη        | Τσαραμιάδης        | Νοσηλευτής
           981 | Βαλεντίνος     | Τσαραμιάδης        | Νοσηλευτής
          1174 | Θεοδόσιος      | Τσατσάνης          | Νοσηλευτής
          1137 | Ανδριανή       | Τσεμπερλίδης       | Νοσηλευτής
          1039 | Αρχιμήδης      | Τσιάκος            | Νοσηλευτής
          1228 | Κυδωνία        | Τσιαμίτας          | Νοσηλευτής
           974 | Χαρίκλεια      | Τσιπλίκωφ          | Νοσηλευτής
           976 | Φλοριάντ       | Τσιτούρας          | Νοσηλευτής
           794 | Βασίλειος      | Τσιτούρας          | Νοσηλευτής
           800 | Οδύσσεια       | Τσιωλξ             | Νοσηλευτής
           821 | Βερόνικα       | Τσομώκος           | Νοσηλευτής
           876 | Σοφία          | Τσούμος            | Νοσηλευτής
           961 | Νίκη           | Τσούρα             | Νοσηλευτής
          1126 | Μηλιά          | Τσώνη              | Νοσηλευτής
          1009 | Χρυσοβαλάντιος | Τσώνη              | Νοσηλευτής
           966 | Περσεφόνη      | Τσώνη              | Νοσηλευτής
           792 | Θεόκλητος      | Τυράλης            | Νοσηλευτής
           885 | Μικές          | Τυράλης            | Νοσηλευτής
           725 | Αμβροσία       | Τυράλης            | Νοσηλευτής
           839 | Θεοφάνης       | Τόμπρη             | Νοσηλευτής
           620 | Θεόκλητος      | Υφαντή             | Νοσηλευτής
           735 | Χριστόφορος    | Φίλκα              | Νοσηλευτής
          1113 | Χρυσούλα       | Φαββάτα            | Νοσηλευτής
          1064 | Φερενίκη       | Φανουργάκης        | Νοσηλευτής
           928 | Μινέρβα        | Φασουλή            | Νοσηλευτής
           949 | Θεόκλεια       | Φασουλή            | Νοσηλευτής
           937 | Ροδαμάνθη      | Φασουλίδου         | Νοσηλευτής
           978 | Αμβρόσιος      | Φειδερόπουλος      | Νοσηλευτής
           970 | Κωνσταντίνος   | Φερεντίνος         | Νοσηλευτής
           875 | Νεκταρία       | Φιλίππου           | Νοσηλευτής
           829 | Μαλαματένια    | Φιλίππου           | Νοσηλευτής
           765 | Στεργιανή      | Φιλιππόπουλος      | Νοσηλευτής
          1032 | Συμεώνη        | Φιλιππόπουλος      | Νοσηλευτής
           621 | Ευδοξία        | Φουντζούλας        | Νοσηλευτής
          1020 | Βαρσαμία       | Φραγκιαδάκη        | Νοσηλευτής
           749 | Κατερίνα       | Φραγκόπουλος       | Νοσηλευτής
           717 | Χριστιάνα      | Φωλιά              | Νοσηλευτής
           680 | Λαζαρία        | Φωτιάδου           | Νοσηλευτής
          1047 | Πολυνίκη       | Φωτόπουλος         | Νοσηλευτής
           726 | Ζήνων          | Φωτόπουλος         | Νοσηλευτής
          1166 | Ευθύμιος       | Χέλιος             | Νοσηλευτής
           944 | Δημήτριος      | Χαλατσής           | Νοσηλευτής
          1013 | Χρίστος        | Χαλκίδου           | Νοσηλευτής
          1088 | Θηρεσία        | Χαρπαντίδης        | Νοσηλευτής
           791 | Βασιλεία       | Χασάπη             | Νοσηλευτής
           670 | Βενέτιος       | Χατζαντώνης        | Νοσηλευτής
           685 | Μικές          | Χατζηβλασίου       | Νοσηλευτής
          1168 | Ανθούλης       | Χατζηγρηγοράκης    | Νοσηλευτής
           869 | Μερόπη         | Χατζησάββας        | Νοσηλευτής
           681 | Ιωάννης        | Χατζησάββας        | Νοσηλευτής
           624 | Ελισσαίος      | Χατζησαββίδης      | Νοσηλευτής
          1102 | Ουρανία        | Χατζηφώτη          | Νοσηλευτής
           641 | Παταπία        | Χατζηχαρίστου      | Νοσηλευτής
           827 | Μιχαέλα        | Χουλιάρας          | Νοσηλευτής
          1194 | Βαλάντης       | Χουχουλής          | Νοσηλευτής
          1169 | Εύα            | Χρήστου            | Νοσηλευτής
           893 | Αθανάσιος      | Χριστάκης          | Νοσηλευτής
           979 | Αυγέρης        | Χριστάρας          | Νοσηλευτής
           737 | Ζησούλα        | Χριστάρας          | Νοσηλευτής
           631 | Ασημής         | Χριστοδουλάκης     | Νοσηλευτής
          1193 | Βερονίκη       | Χριστοδουλάκης     | Νοσηλευτής
          1192 | Γεωργία        | Χριστοδούλου       | Νοσηλευτής
           780 | Βασιλεία       | Χριστοπούλου       | Νοσηλευτής
          1133 | Απόλλων        | Χρονοπούλου        | Νοσηλευτής
          1233 | Ματρώνη        | Χρυσάφη            | Νοσηλευτής
          1165 | Δάφνη          | Χρυσάφη            | Νοσηλευτής
          1109 | Λευκοθέα       | Χωριανοπούλου      | Νοσηλευτής
          1046 | Ανθούλα        | Ψάλτης             | Νοσηλευτής
           630 | Βελισσαρία     | Ψυρρή              | Νοσηλευτής
           847 | Μακρίνα        | Ψυχάρη             | Νοσηλευτής
          1476 | Κόσμια         | Αβραμιώτης         | Διοικητικό Προσωπικό
          1337 | Αντιγόνη       | Αγγελάκος          | Διοικητικό Προσωπικό
          1485 | Σεβαστιανή     | Αγγελίκας          | Διοικητικό Προσωπικό
          1505 | Στέργιος       | Αγκυρόπουλος       | Διοικητικό Προσωπικό
          1284 | Χάρις          | Αδαμοπούλου        | Διοικητικό Προσωπικό
          1428 | Αφέντρα        | Αδαμόπουλος        | Διοικητικό Προσωπικό
          1557 | Παταπία        | Αθανασιάδη         | Διοικητικό Προσωπικό
          1600 | Ευσεβεία       | Αθανασιάδου        | Διοικητικό Προσωπικό
          1260 | Σάρρα          | Ακαλίδης           | Διοικητικό Προσωπικό
          1405 | Ακριβός        | Αλαφάκης           | Διοικητικό Προσωπικό
          1263 | Ντανιέλα       | Αλεξανδρόπουλος    | Διοικητικό Προσωπικό
          1281 | Αριστείδης     | Αλεξανδρόπουλος    | Διοικητικό Προσωπικό
          1594 | Περικλεία      | Ανδρεανίδης        | Διοικητικό Προσωπικό
          1443 | Κλυταιμνήστρα  | Ανδριανός          | Διοικητικό Προσωπικό
          1575 | Καλλιρόη       | Ανδρικόπουλος      | Διοικητικό Προσωπικό
          1472 | Αιμιλιανός     | Ανδρουλιδάκης      | Διοικητικό Προσωπικό
          1424 | Λαυρεντία      | Αντωνίου           | Διοικητικό Προσωπικό
          1583 | Στεργιανή      | Αντωνιάδης         | Διοικητικό Προσωπικό
          1355 | Χριστοδούλα    | Αξιώτης            | Διοικητικό Προσωπικό
          1501 | Αριστοφάνης    | Αποστολάκη         | Διοικητικό Προσωπικό
          1438 | Δροσιά         | Αργυρίου           | Διοικητικό Προσωπικό
          1452 | Τριανταφυλλιά  | Αρμένης            | Διοικητικό Προσωπικό
          1458 | Ανθούλης       | Αρμένης            | Διοικητικό Προσωπικό
          1416 | Καλλιρόη       | Αρχαυλής           | Διοικητικό Προσωπικό
          1526 | Παταπία        | Ασλανίδου          | Διοικητικό Προσωπικό
          1514 | Επιστήμη       | Ατσαλάκη           | Διοικητικό Προσωπικό
          1445 | Ηλίας          | Αυγουστής          | Διοικητικό Προσωπικό
          1486 | Προμηθέας      | Βάρσος             | Διοικητικό Προσωπικό
          1335 | Πολυχρονία     | Βαΐου              | Διοικητικό Προσωπικό
          1314 | Θησεύς         | Βαλεντή            | Διοικητικό Προσωπικό
          1379 | Ουρανία        | Βαλτάς             | Διοικητικό Προσωπικό
          1375 | Μαγδαληνός     | Βαμβουκάκη         | Διοικητικό Προσωπικό
          1356 | Βιργινία       | Βαρελίδου          | Διοικητικό Προσωπικό
          1394 | Σάββας         | Βασιλάκης          | Διοικητικό Προσωπικό
          1400 | Θουκυδίδης     | Βασιλείου          | Διοικητικό Προσωπικό
          1570 | Μιχαήλ         | Βασιλείου          | Διοικητικό Προσωπικό
          1436 | Σταμάτιος      | Βαφειάδου          | Διοικητικό Προσωπικό
          1404 | Βλάσιος        | Βιδαλάκης          | Διοικητικό Προσωπικό
          1500 | Ηράκλεια       | Βλάσση             | Διοικητικό Προσωπικό
          1429 | Βερονίκη       | Βουτσελας          | Διοικητικό Προσωπικό
          1322 | Τριαντάφυλλη   | Βραδή              | Διοικητικό Προσωπικό
          1411 | Ζαμπία         | Βρακά              | Διοικητικό Προσωπικό
          1513 | Ευμορφία       | Γαβριδάκης         | Διοικητικό Προσωπικό
          1562 | Δίκαιος        | Γενετζάκης         | Διοικητικό Προσωπικό
          1391 | Περικλεία      | Γεωργίτση          | Διοικητικό Προσωπικό
          1417 | Αιμιλιανός     | Γεωργακόπουλος     | Διοικητικό Προσωπικό
          1468 | Λουκία         | Γεωργαρά           | Διοικητικό Προσωπικό
          1525 | Σεβαστιανή     | Γεωργούλας         | Διοικητικό Προσωπικό
          1425 | Δροσιά         | Γιαννακουδάκη      | Διοικητικό Προσωπικό
          1580 | Χαρίλαος       | Γιαννακουδάκης     | Διοικητικό Προσωπικό
          1273 | Σωτήρης        | Γιαννόπουλος       | Διοικητικό Προσωπικό
          1299 | Αφέντης        | Γιατρομανωλάκης    | Διοικητικό Προσωπικό
          1271 | Αλκιβιάδης     | Γκάγκα             | Διοικητικό Προσωπικό
          1430 | Ρωξάνη         | Γκάγκας            | Διοικητικό Προσωπικό
          1574 | Αμφιτρίτη      | Γκαγκαουδάκης      | Διοικητικό Προσωπικό
          1363 | Πελαγία        | Γκαλίου            | Διοικητικό Προσωπικό
          1567 | Αναγνώστης     | Γκούνη             | Διοικητικό Προσωπικό
          1462 | Λυκούργος      | Γκούσκος           | Διοικητικό Προσωπικό
          1357 | Ευγένιος       | Γκόνη              | Διοικητικό Προσωπικό
          1269 | Φραγκίσκος     | Γούλα              | Διοικητικό Προσωπικό
          1559 | Βαρβάρα        | Γούλα              | Διοικητικό Προσωπικό
          1504 | Κλημεντίνη     | Γούλα              | Διοικητικό Προσωπικό
          1345 | Χρυσόστομη     | Γρίβας             | Διοικητικό Προσωπικό
          1530 | Ευφροσύνη      | Γραμμένου          | Διοικητικό Προσωπικό
          1555 | Προδρομία      | Γρατσιάς           | Διοικητικό Προσωπικό
          1518 | Νεκτάριος      | Γρηγορίου          | Διοικητικό Προσωπικό
